Title,Field,Receive_date,Abstract,Link
['Title:Boosting Network Weight Separability via Feed-Backward Reconstruction'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  This paper proposes a new evaluation metric and boosting method for weightseparability in neural network design. In contrast to general visualrecognition methods designed to encourage both intra-class compactness andinter-class separability of latent features, we focus on estimating linearindependence of column vectors in weight matrix and improving the separabilityof weight vectors. To this end, we propose an evaluation metric for weightseparability based on semi-orthogonality of a matrix and Frobenius distance,and the feed-backward reconstruction loss which explicitly encourages weightseparability between the column vectors in the weight matrix. The experimentalresults on image classification and face recognition demonstrate that theweight separability boosting via minimization of feed-backward reconstructionloss can improve the visual recognition performance, hence universally boostingthe performance on various visual recognition tasks.",https://arxiv.org/abs/1910.09024
['Title:Diverse Behavior Is What Game AI Needs: Generating Varied Human-Like Playing Styles Using Evolutionary Multi-Objective Deep Reinforcement Learning'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Designing artificial intelligence for games (Game AI) has been longrecognized as a notoriously challenging task in the game industry, as it mainlyrelies on manual design, requiring plenty of domain knowledge. Morefrustratingly, even spending a lot of effort, a satisfying Game AI is stillhard to achieve by manual design due to the almost infinite search space. Therecent success of deep reinforcement learning (DRL) sheds light on advancingautomated game designing, significantly relaxing human competitive intelligentsupport. However, existing DRL algorithms mostly focus on training a Game AI towin the game rather than the way it wins (style). To bridge the gap, weintroduce EMO-DRL, an end-to-end game design framework, leveraging evolutionaryalgorithm, DRL and multi-objective optimization (MOO) to perform intelligentand automatic game design. Firstly, EMO-DRL proposes style-oriented learning tobypass manual reward shaping in DRL and directly learns a Game AI with anexpected style in an end-to-end fashion. On this basis, the prioritizedmulti-objective optimization is introduced to achieve more diverse, nature andhuman-like Game AI. Large-scale evaluations on an Atari game and a commercialmassively multiplayer online game are conducted. The results demonstrate thatEMO-DRL, compared to existing algorithms, achieve better game designs in anintelligent and automatic way.",https://arxiv.org/abs/1910.09022
['Title:Mitigating Overfitting in Supervised Classification from Two Unlabeled Datasets: A Consistent Risk Correction Approach'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  From two unlabeled (U) datasets with different class priors, we can train abinary classifier by empirical risk minimization, which is called UUclassification. It is promising since UU methods are compatible with any neuralnetwork (NN) architecture and optimizer as if it is standard supervisedclassification. In this paper, however, we find that UU methods may suffersevere overfitting, and there is a high co-occurrence between the overfittingand the negative empirical risk regardless of datasets, NN architectures, andoptimizers. Hence, to mitigate the overfitting problem of UU methods, wepropose to keep two parts of the empirical risk (i.e., false positive and falsenegative) non-negative by wrapping them in a family of correction functions. Wetheoretically show that the corrected risk estimator is still asymptoticallyunbiased and consistent; furthermore we establish an estimation error bound forthe corrected risk minimizer. Experiments with feedforward/residual NNs onstandard benchmarks demonstrate that our proposed correction can successfullymitigate the overfitting of UU methods and significantly improve theclassification accuracy.",https://arxiv.org/abs/1910.08974
['Title:Image Difficulty Curriculum for Generative Adversarial Networks (CuGAN)'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Despite the significant advances in recent years, Generative AdversarialNetworks (GANs) are still notoriously hard to train. In this paper, we proposethree novel curriculum learning strategies for training GANs. All strategiesare first based on ranking the training images by their difficulty scores,which are estimated by a state-of-the-art image difficulty predictor. Our firststrategy is to divide images into gradually more difficult batches. Our secondstrategy introduces a novel curriculum loss function for the discriminator thattakes into account the difficulty scores of the real images. Our third strategyis based on sampling from an evolving distribution, which favors the easierimages during the initial training stages and gradually converges to a uniformdistribution, in which samples are equally likely, regardless of difficulty. Wecompare our curriculum learning strategies with the classic training procedureon two tasks: image generation and image translation. Our experiments indicatethat all strategies provide faster convergence and superior results. Forexample, our best curriculum learning strategy applied on spectrally normalizedGANs (SNGANs) fooled human annotators in thinking that generated CIFAR-likeimages are real in 25.0% of the presented cases, while the SNGANs trained usingthe classic procedure fooled the annotators in only 18.4% cases. Similarly, inimage translation, the human annotators preferred the images produced by theCycle-consistent GAN (CycleGAN) trained using curriculum learning in 40.5%cases and those produced by CycleGAN based on classic training in only 19.8%cases, $39.7\%$ cases being labeled as ties.",https://arxiv.org/abs/1910.08967
['Title:Learning GANs and Ensembles Using Discrepancy'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Generative adversarial networks (GANs) generate data based on minimizing adivergence between two distributions. The choice of that divergence istherefore critical. We argue that the divergence must take into account thehypothesis set and the loss function used in a subsequent learning task, wherethe data generated by a GAN serves for training. Taking that structuralinformation into account is also important to derive generalization guarantees.Thus, we propose to use the discrepancy measure, which was originallyintroduced for the closely related problem of domain adaptation and whichprecisely takes into account the hypothesis set and the loss function. We showthat discrepancy admits favorable properties for training GANs and proveexplicit generalization guarantees. We present efficient algorithms usingdiscrepancy for two tasks: training a GAN directly, namely DGAN, and mixingpreviously trained generative models, namely EDGAN. Our experiments on toyexamples and several benchmark datasets show that DGAN is competitive withother GANs and that EDGAN outperforms existing GAN ensembles, such as AdaGAN.",https://arxiv.org/abs/1910.08965
['Title:Towards Further Understanding of Sparse Filtering via Information Bottleneck'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  In this paper we examine a formalization of feature distribution learning(FDL) in information-theoretic terms relying on the analytical approach and onthe tools already used in the study of the information bottleneck (IB). It hasbeen conjectured that the behavior of FDL algorithms could be expressed as anoptimization problem over two information-theoretic quantities: the mutualinformation of the data with the learned representations and the entropy of thelearned distribution. In particular, such a formulation was offered in order toexplain the success of the most prominent FDL algorithm, sparse filtering (SF).This conjecture was, however, left unproven. In this work, we aim at providingpreliminary empirical support to this conjecture by performing experimentsreminiscent of the work done on deep neural networks in the context of the IBresearch. Specifically, we borrow the idea of using information planes toanalyze the behavior of the SF algorithm and gain insights on its dynamics. Aconfirmation of the conjecture about the dynamics of FDL may provide solidground to develop information-theoretic tools to assess the quality of thelearning process in FDL, and it may be extended to other unsupervised learningalgorithms.",https://arxiv.org/abs/1910.08964
['Title:Online Bagging for Anytime Transfer Learning'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Transfer learning techniques have been widely used in the reality that it isdifficult to obtain sufficient labeled data in the target domain, but a largeamount of auxiliary data can be obtained in the relevant source domain. Butmost of the existing methods are based on offline data. In practicalapplications, it is often necessary to face online learning problems in whichthe data samples are achieved sequentially. In this paper, We are committed toapplying the ensemble approach to solving the problem of online transferlearning so that it can be used in anytime setting. More specifically, wepropose a novel online transfer learning framework, which applies the idea ofonline bagging methods to anytime transfer learning problems, and constructsstrong classifiers through online iterations of the usefulness of multiple weakclassifiers. Further, our algorithm also provides two extension schemes toreduce the impact of negative transfer. Experiments on three real data setsshow that the effectiveness of our proposed algorithms.",https://arxiv.org/abs/1910.08945
['Title:Policy Learning for Malaria Control'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Sequential decision making is a typical problem in reinforcement learningwith plenty of algorithms to solve it. However, only a few of them can workeffectively with a very small number of observations. In this report, weintroduce the progress to learn the policy for Malaria Control as aReinforcement Learning problem in the KDD Cup Challenge 2019 and proposediverse solutions to deal with the limited observations problem. We apply theGenetic Algorithm, Bayesian Optimization, Q-learning with sequence breaking tofind the optimal policy for five years in a row with only 20 episodes/100evaluations. We evaluate those algorithms and compare their performance withRandom Search as a baseline. Among these algorithms, Q-Learning with sequencebreaking has been submitted to the challenge and got ranked 7th in KDD Cup.",https://arxiv.org/abs/1910.08926
['Title:Predicting ice flow using machine learning'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Though machine learning has achieved notable success in modeling sequentialand spatial data for speech recognition and in computer vision, applications toremote sensing and climate science problems are seldom considered. In thispaper, we demonstrate techniques from unsupervised learning of future videoframe prediction, to increase the accuracy of ice flow tracking inmulti-spectral satellite images. As the volume of cryosphere data increases incoming years, this is an interesting and important opportunity for machinelearning to address a global challenge for climate change, risk management fromfloods, and conserving freshwater resources. Future frame prediction of icemelt and tracking the optical flow of ice dynamics presents modelingdifficulties, due to uncertainties in global temperature increase, changingprecipitation patterns, occlusion from cloud cover, rapid melting and glacierretreat due to black carbon aerosol deposition, from wildfires or human fossilemissions. We show the adversarial learning method helps improve the accuracyof tracking the optical flow of ice dynamics compared to existing methods inclimate science. We present a dataset, IceNet, to encourage machine learningresearch and to help facilitate further applications in the areas ofcryospheric science and climate change.",https://arxiv.org/abs/1910.08922
['Title:Leveraging Hierarchical Representations for Preserving Privacy and Utility in Text'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Guaranteeing a certain level of user privacy in an arbitrary piece of text isa challenging issue. However, with this challenge comes the potential ofunlocking access to vast data stores for training machine learning models andsupporting data driven decisions. We address this problem through the lens ofdx-privacy, a generalization of Differential Privacy to non Hamming distancemetrics. In this work, we explore word representations in Hyperbolic space as ameans of preserving privacy in text. We provide a proof satisfying dx-privacy,then we define a probability distribution in Hyperbolic space and describe away to sample from it in high dimensions. Privacy is provided by perturbingvector representations of words in high dimensional Hyperbolic space to obtaina semantic generalization. We conduct a series of experiments to demonstratethe tradeoff between privacy and utility. Our privacy experiments illustrateprotections against an authorship attribution algorithm while our utilityexperiments highlight the minimal impact of our perturbations on severaldownstream machine learning models. Compared to the Euclidean baseline, weobserve > 20x greater guarantees on expected privacy against comparable worstcase statistics.",https://arxiv.org/abs/1910.08917
['Title:Sparse-Dense Subspace Clustering'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Subspace clustering refers to the problem of clustering high-dimensional datainto a union of low-dimensional subspaces. Current subspace clusteringapproaches are usually based on a two-stage framework. In the first stage, anaffinity matrix is generated from data. In the second one, spectral clusteringis applied on the affinity matrix. However, the affinity matrix produced bytwo-stage methods cannot fully reveal the similarity between data points fromthe same subspace (intra-subspace similarity), resulting in inaccurateclustering. Besides, most approaches fail to solve large-scale clusteringproblems due to poor efficiency. In this paper, we first propose a new scalablesparse method called Iterative Maximum Correlation (IMC) to learn the affinitymatrix from data. Then we develop Piecewise Correlation Estimation (PCE) todensify the intra-subspace similarity produced by IMC. Finally we extend ourwork into a Sparse-Dense Subspace Clustering (SDSC) framework with a densestage to optimize the affinity matrix for two-stage methods. We show that IMCis efficient when clustering large-scale data, and PCE ensures betterperformance for IMC. We show the universality of our SDSC framework as well.Experiments on several data sets demonstrate the effectiveness of ourapproaches. Moreover, we are the first one to apply densification on affinitymatrix before spectral clustering, and SDSC constitutes the first attempt tobuild a universal three-stage subspace clustering framework.",https://arxiv.org/abs/1910.08909
['Title:Self-Adaptive Network Pruning'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Deep convolutional neural networks have been proved successful on a widerange of tasks, yet they are still hindered by their large computation cost inmany industrial scenarios. In this paper, we propose to reduce such cost forCNNs through a self-adaptive network pruning method (SANP). Our methodintroduces a general Saliency-and-Pruning Module (SPM) for each convolutionallayer, which learns to predict saliency scores and applies pruning for eachchannel. Given a total computation budget, SANP adaptively determines thepruning strategy with respect to each layer and each sample, such that theaverage computation cost meets the budget. This design allows SANP to be moreefficient in computation, as well as more robust to datasets and backbones.Extensive experiments on 2 datasets and 3 backbones show that SANP surpassesstate-of-the-art methods in both classification accuracy and pruning rate.",https://arxiv.org/abs/1910.08906
['Title:Privacy- and Utility-Preserving Textual Analysis via Calibrated Multivariate Perturbations'],Machine Learning ,(Submitted on 20 Oct 2019),Abstract:  Accurately learning from user data while providing quantifiable privacyguarantees provides an opportunity to build better ML models while maintaininguser trust. This paper presents a formal approach to carrying out privacypreserving text perturbation using the notion of dx-privacy designed to achievegeo-indistinguishability in location data. Our approach applies carefullycalibrated noise to vector representation of words in a high dimension space asdefined by word embedding models. We present a privacy proof that satisfiesdx-privacy where the privacy parameter epsilon provides guarantees with respectto a distance metric defined by the word embedding space. We demonstrate howepsilon can be selected by analyzing plausible deniability statistics backed upby large scale analysis on GloVe and fastText embeddings. We conduct privacyaudit experiments against 2 baseline models and utility experiments on 3datasets to demonstrate the tradeoff between privacy and utility for varyingvalues of epsilon on different task types. Our results demonstrate practicalutility (< 2% utility loss for training binary classifiers) while providingbetter privacy guarantees than baseline models.,https://arxiv.org/abs/1910.08902
['Title:Identification of Interaction Clusters Using a Semi-supervised Hierarchical Clustering Method'],Machine Learning ,(Submitted on 20 Oct 2019),"Abstract:  Motivation: Identifying interaction clusters of large gene regulatorynetworks (GRNs) is critical for its further investigation, while this task isvery challenging, attributed to data noise in experiment data, large scale ofGRNs, and inconsistency between gene expression profiles and function modules,etc. It is promising to semi-supervise this process by prior information, butshortage of prior information sometimes make it very challenging. Meanwhile, itis also annoying, and sometimes impossible to discovery gold standard forevaluation of clustering results.\\ Results: With assistance of an onlineenrichment tool, this research proposes a semi-supervised hierarchicalclustering method via deconvolved correlation matrix~(SHC-DC) to discoverinteraction clusters of large-scale GRNs. Three benchmark networks including a\emph{Ecoli} network and two \emph{Yeast} networks are employed to testsemi-supervision scheme of the proposed method. Then, SHC-DC is utilized tocluster genes in sleep study. Results demonstrates it can find interactionmodules that are generally enriched in various signal pathways. Besides thesignificant influence on blood level of interleukins, impact of sleep onimportant pathways mediated by them is also validated by the discoveredinteraction modules.",https://arxiv.org/abs/1910.08864
['Title:LSTM-Assisted Evolutionary Self-Expressive Subspace Clustering'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  Massive volumes of high-dimensional data that evolves over time iscontinuously collected by contemporary information processing systems, whichbrings up the problem of organizing this data into clusters, i.e. achieve thepurpose of dimensional deduction, and meanwhile learning its temporal evolutionpatterns. In this paper, a framework for evolutionary subspace clustering,referred to as LSTM-ESCM, is introduced, which aims at clustering a set ofevolving high-dimensional data points that lie in a union of low-dimensionalevolving subspaces. In order to obtain the parsimonious data representation ateach time step, we propose to exploit the so-called self-expressive trait ofthe data at each time point. At the same time, LSTM networks are implemented toextract the inherited temporal patterns behind data in an overall time frame.An efficient algorithm has been proposed based on MATLAB. Next, experiments arecarried out on real-world datasets to demonstrate the effectiveness of ourproposed approach. And the results show that the suggested algorithmdramatically outperforms other known similar approaches in terms of both runtime and accuracy.",https://arxiv.org/abs/1910.08862
['Title:Machine Learning for AC Optimal Power Flow'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  We explore machine learning methods for AC Optimal Powerflow (ACOPF) - thetask of optimizing power generation in a transmission network according whilerespecting physical and engineering constraints. We present two formulations ofACOPF as a machine learning problem: 1) an end-to-end prediction task where wedirectly predict the optimal generator settings, and 2) a constraint predictiontask where we predict the set of active constraints in the optimal solution. Wevalidate these approaches on two benchmark grids.",https://arxiv.org/abs/1910.08842
['Title:Dictionary Learning with Almost Sure Error Constraints'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  A dictionary is a database of standard vectors, so that other vectors /signals are expressed as linear combinations of dictionary vectors, and thetask of learning a dictionary for a given data is to find a good dictionary sothat the representation of data points has desirable features. Dictionarylearning and the related matrix factorization methods have gained significantprominence recently due to their applications in Wide variety of fields likemachine learning, signal processing, statistics etc. In this article we studythe dictionary learning problem for achieving desirable features in therepresentation of a given data with almost sure recovery constraints. We imposethe constraint that every sample is reconstructed properly to within apredefined threshold. This problem formulation is more challenging than theconventional dictionary learning, which is done by minimizing a regularisedcost function. We make use of the duality results for linear inverse problemsto obtain an equivalent reformulation in the form of a convex-concave min-maxproblem. The resulting min-max problem is then solved using gradientdescent-ascent like algorithms.",https://arxiv.org/abs/1910.08828
['Title:A Structured Prediction Approach for Generalization in Cooperative Multi-Agent Reinforcement Learning'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  Effective coordination is crucial to solve multi-agent collaborative (MAC)problems. While centralized reinforcement learning methods can optimally solvesmall MAC instances, they do not scale to large problems and they fail togeneralize to scenarios different from those seen during training. In thispaper, we consider MAC problems with some intrinsic notion of locality (e.g.,geographic proximity) such that interactions between agents and tasks arelocally limited. By leveraging this property, we introduce a novel structuredprediction approach to assign agents to tasks. At each step, the assignment isobtained by solving a centralized optimization problem (the inferenceprocedure) whose objective function is parameterized by a learned scoringmodel. We propose different combinations of inference procedures and scoringmodels able to represent coordination patterns of increasing complexity. Theresulting assignment policy can be efficiently learned on small probleminstances and readily reused in problems with more agents and tasks (i.e.,zero-shot generalization). We report experimental results on a toy search andrescue problem and on several target selection scenarios in StarCraft: BroodWar, in which our model significantly outperforms strong rule-based baselineson instances with 5 times more agents and tasks than those seen duringtraining.",https://arxiv.org/abs/1910.08809
['Title:On Adaptivity in Information-constrained Online Learning'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  We study how to adapt to smoothly-varying (`easy') environments in well-knownonline learning problems where acquiring information is expensive. For theproblem of label efficient prediction, which is a budgeted version ofprediction with expert advice, we present an online algorithm whose regretdepends optimally on the number of labels allowed and $Q^*$ (the quadraticvariation of the losses of the best action in hindsight), along with aparameter-free counterpart whose regret depends optimally on $Q$ (the quadraticvariation of the losses of all the actions). These quantities can besignificantly smaller than $T$ (the total time horizon), yielding animprovement over existing, variation-independent results for the problem. Wethen extend our analysis to handle label efficient prediction with banditfeedback, i.e., label efficient bandits. Our work builds upon the framework ofoptimistic online mirror descent, and leverages second order corrections alongwith a carefully designed hybrid regularizer that encodes the constrainedinformation structure of the problem. We then consider revealing action-partialmonitoring games -- a version of label efficient prediction with additiveinformation costs, which in general are known to lie in the \textit{hard} classof games having minimax regret of order $T^{\frac{2}{3}}$. We provide astrategy with an $\mathcal{O}((Q^*T)^{\frac{1}{3}})$ bound for revealing actiongames, along with an one with a $\mathcal{O}((QT)^{\frac{1}{3}})$ bound for thefull class of hard partial monitoring games, both being strict improvementsover current bounds.",https://arxiv.org/abs/1910.08805
['Title:Reverse Experience Replay'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  This paper describes an improvement in Deep Q-learning called ReverseExperience Replay (also RER) that solves the problem of sparse rewards andhelps to deal with reward maximizing tasks by sampling transitions successivelyin reverse order. On tasks with enough experience for training and enoughExperience Replay memory capacity, Deep Q-learning Network with ReverseExperience Replay shows competitive results against both Double DQN, with astandard Experience Replay, and vanilla DQN. Also, RER achieves significantlyincreased results in tasks with a lack of experience and Replay memorycapacity.",https://arxiv.org/abs/1910.08780
['Title:Neural Spectrum Alignment'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  Expressiveness of deep models was recently addressed via the connectionbetween neural networks (NNs) and kernel learning, where first-order dynamicsof NN during a gradient-descent (GD) optimization were related to gradientsimilarity kernel, also known as Neural Tangent Kernel (NTK). In the majorityof works this kernel is considered to be time-invariant, with its propertiesbeing defined entirely by NN architecture and independent of the learning taskat hand. In contrast, in this paper we empirically explore these propertiesalong the optimization and show that in practical applications the NN kernelchanges in a very dramatic and meaningful way, with its top eigenfunctionsaligning toward the target function learned by NN. Moreover, these topeigenfunctions serve sort of basis functions for NN output - a functionrepresented by NN is spanned almost completely by them for the entireoptimization process. Further, since the learning along top eigenfunctions istypically fast, their alignment with the target function improves the overalloptimization performance. In addition, we study how the neural spectrum isaffected by learning rate, typically done by practitioners, showing varioustrends in the kernel behavior. We argue that the presented phenomena may leadto a more complete theoretical understanding behind NN learning.",https://arxiv.org/abs/1910.08720
['Title:Explainable AI: Deep Reinforcement Learning Agents for Residential Demand Side Cost Savings in Smart Grids'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  Motivated by the recent advancements in deep Reinforcement Learning (RL), wedevelop an RL agent to manage the operation of storage devices in a householddesigned to maximize demand-side cost savings. The proposed technique isdata-driven, and the RL agent learns from scratch on how to efficiently use theenergy storage device under variable tariff-structures Contracting the conceptof the ""black box"" where the techniques learned by the agent are ignored. Weexplain the learning progression of the RL agent, and the strategies it followsbased on the capacity of the storage device.",https://arxiv.org/abs/1910.08719
['Title:Introduction to Coresets: Accurate Coresets'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  A coreset (or core-set) of an input set is its small summation, such thatsolving a problem on the coreset as its input, provably yields the same resultas solving the same problem on the original (full) set, for a given family ofproblems (models, classifiers, loss functions). Over the past decade, coresetconstruction algorithms have been suggested for many fundamental problems ine.g. machine/deep learning, computer vision, graphics, databases, andtheoretical computer science. This introductory paper was written followingrequests from (usually non-expert, but also colleagues) regarding the manyinconsistent coreset definitions, lack of available source code, the requireddeep theoretical background from different fields, and the dense papers thatmake it hard for beginners to apply coresets and develop new ones.The paper provides folklore, classic and simple results includingstep-by-step proofs and figures, for the simplest (accurate) coresets of verybasic problems, such as: sum of vectors, minimum enclosing ball, SVD/ PCA andlinear regression. Nevertheless, we did not find most of their constructions inthe literature. Moreover, we expect that putting them together in aretrospective context would help the reader to grasp modern results thatusually extend and generalize these fundamental observations. Experts mightappreciate the unified notation and comparison table that links betweenexisting results.Open source code with example scripts are provided for all the presentedalgorithms, to demonstrate their practical usage, and to support the readerswho are more familiar with programming than math.",https://arxiv.org/abs/1910.08707
['Title:Online Pricing with Offline Data: Phase Transition and Inverse Square Law'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  This paper investigates the impact of pre-existing offline data on onlinelearning, in the context of dynamic pricing. We study a single-product dynamicpricing problem over a selling horizon of $T$ periods. The demand in eachperiod is determined by the price of the product according to a linear demandmodel with unknown parameters. We assume that an incumbent price has beentested for $n$ periods in the offline stage before the start of the sellinghorizon, and the seller has collected $n$ demand observations under theincumbent price from the market. The seller wants to utilize both thepre-existing offline data and the sequential online data to minimize the regretof the online learning process.In the well-separated case where the absolute difference between theincumbent price and the optimal price $\delta$ is lower bounded by a knownconstant, we prove that the best achievable regret is$\tilde{\Theta}\left(\sqrt{T}\wedge (\frac{T}{n}\vee \log T)\right)$, and showthat certain variants of the greedy policy achieve this bound. In the generalcase where $\delta$ is not necessarily lower bounded by a known constant, weprove that the best achievable regret is $\tilde{\Theta}\left(\sqrt{T}\wedge(\frac{T}{n\delta^2} \vee \frac{\log T}{\delta^2})\right)$, and construct alearning algorithm based on the ""optimism in the face of uncertainty""principle, whose regret is optimal up to a logarithm factor. In both cases, ourresults reveal surprising transformations of the optimal regret rate withrespect to the size of offline data, which we refer to as phase transitions. Inaddition, our result demonstrates that the shape of offline data, measured by$\delta$, also has an intrinsic effect on the optimal regret, and we quantifythis effect via the inverse-square law.",https://arxiv.org/abs/1910.08693
['Title:ELSA: A Throughput-Optimized Design of an LSTM Accelerator for Energy-Constrained Devices'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  The next significant step in the evolution and proliferation of artificialintelligence technology will be the integration of neural network (NN) modelswithin embedded and mobile systems. This calls for the design of compact,energy efficient NN models in silicon. In this paper, we present a scalableASIC design of an LSTM accelerator named ELSA, that is suitable forenergy-constrained devices. It includes several architectural innovations toachieve small area and high energy efficiency. To reduce the area and powerconsumption of the overall design, the compute-intensive units of ELSA employapproximate multiplications and still achieve high performance and accuracy.The performance is further improved through efficient synchronization of theelastic pipeline stages to maximize the utilization. The paper also includes aperformance model of ELSA, as a function of the hidden nodes and time steps,permitting its use for the evaluation of any LSTM application. ELSA wasimplemented in RTL and was synthesized and placed and routed in 65nmtechnology. Its functionality is demonstrated for language modeling-a commonapplication of LSTM. ELSA is compared against a baseline implementation of anLSTM accelerator with standard functional units and without any of thearchitectural innovations of ELSA. The paper demonstrates that ELSA can achievesignificant improvements in power, area and energy-efficiency when compared tothe baseline design and several ASIC implementations reported in theliterature, making it suitable for use in embedded systems and real-timeapplications.",https://arxiv.org/abs/1910.08683
['Title:Context-Driven Data Mining through Bias Removal and Data Incompleteness Mitigation'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  The results of data mining endeavors are majorly driven by data quality.Throughout these deployments, serious show-stopper problems are stillunresolved, such as: data collection ambiguities, data imbalance, hidden biasesin data, the lack of domain information, and data incompleteness. This paper isbased on the premise that context can aid in mitigating these issues. In atraditional data science lifecycle, context is not considered. Context-drivenData Science Lifecycle (C-DSL); the main contribution of this paper, isdeveloped to address these challenges. Two case studies (using data-sets fromsports events) are developed to test C-DSL. Results from both case studies areevaluated using common data mining metrics such as: coefficient ofdetermination (R2 value) and confusion matrices. The work presented in thispaper aims to re-define the lifecycle and introduce tangible improvements toits outcomes.",https://arxiv.org/abs/1910.08670
['Title:NASIB: Neural Architecture Search withIn Budget'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  Neural Architecture Search (NAS) represents a class of methods to generatethe optimal neural network architecture and typically iterate over candidatearchitectures till convergence over some particular metric like validationloss. They are constrained by the available computation resources, especiallyin enterprise environments. In this paper, we propose a new approach for NAS,called NASIB, which adapts and attunes to the computation resources (budget)available by varying the exploration vs. exploitation trade-off. We reduce theexpert bias by searching over an augmented search space induced bySuperkernels. The proposed method can provide the architecture search usefulfor different computation resources and different domains beyond imageclassification of natural images where we lack bespoke architecture motifs anddomain expertise. We show, on CIFAR10, that itis possible to search over aspace that comprises of 12x more candidate operations than the traditionalprior art in just 1.5 GPU days, while reaching close to state of the artaccuracy. While our method searches over an exponentially larger search space,it could lead to novel architectures that require lesser domain expertise,compared to the majority of the existing methods.",https://arxiv.org/abs/1910.08665
['Title:Machine Learning Systems for Highly-Distributed and Rapidly-Growing Data'],Machine Learning ,(Submitted on 18 Oct 2019),"Abstract:  The usability and practicality of any machine learning (ML) applications arelargely influenced by two critical but hard-to-attain factors: low latency andlow cost. Unfortunately, achieving low latency and low cost is very challengingwhen ML depends on real-world data that are highly distributed and rapidlygrowing (e.g., data collected by mobile phones and video cameras all over theworld). Such real-world data pose many challenges in communication andcomputation. For example, when training data are distributed across datacenters that span multiple continents, communication among data centers caneasily overwhelm the limited wide-area network bandwidth, leading toprohibitively high latency and high cost.In this dissertation, we demonstrate that the latency and cost of ML onhighly-distributed and rapidly-growing data can be improved by one to twoorders of magnitude by designing ML systems that exploit the characteristics ofML algorithms, ML model structures, and ML training/serving data. We supportthis thesis statement with three contributions. First, we design a system thatprovides both low-latency and low-cost ML serving (inferencing) overlarge-scale and continuously-growing datasets, such as videos. Second, we builda system that makes ML training over geo-distributed datasets as fast astraining within a single data center. Third, we present a first detailed studyand a system-level solution on a fundamental and largely overlooked problem: MLtraining over non-IID (i.e., not independent and identically distributed) datapartitions (e.g., facial images collected by cameras varies according to thedemographics of each camera's location).",https://arxiv.org/abs/1910.08663
['Title:PyTorchPipe: a framework for rapid prototyping of pipelines combining language and vision'],Machine Learning ,(Submitted on 18 Oct 2019),"Abstract:  Access to vast amounts of data along with affordable computational powerstimulated the reincarnation of neural networks. The progress could not beachieved without adequate software tools, lowering the entry bar for the nextgenerations of researchers and developers. The paper introduces PyTorchPipe(PTP), a framework built on top of PyTorch. Answering the recent needs andtrends in machine learning, PTP facilitates building and training of complex,multi-modal models combining language and vision (but is not limited to thosetwo modalities). At its core, PTP employs a component-oriented approach andrelies on the concept of a pipeline, defined as a directed acyclic graph ofloosely coupled components. A user defines a pipeline using yaml-based (thushuman-readable) configuration files, whereas PTP provides generic workers fortheir loading, training, and testing using all the computational power (CPUsand GPUs) that is available to the user. The paper covers the main concepts ofPyTorchPipe, discusses its key features and briefly presents the currentlyimplemented tasks, models and components.",https://arxiv.org/abs/1910.08654
